timestamp,elapsed,x,y,raw_heading,filtered_heading,target_angle,angle_error,P,D,correction,left_speed,right_speed,distance_to_target
1761993965.749,0.000,4.300,2.010,325.39,325.39,269.75,-55.64,-27.82,-5.00,-32.82,32.8,-32.8,2.300
1761993965.770,0.021,4.300,2.010,325.39,325.39,269.75,-55.64,-27.82,0.00,-27.82,27.8,-27.8,2.300
1761993965.792,0.043,4.300,2.010,325.39,325.39,269.75,-55.64,-27.82,0.00,-27.82,27.8,-27.8,2.300
1761993965.814,0.065,4.300,2.010,325.39,325.39,269.75,-55.64,-27.82,0.00,-27.82,27.8,-27.8,2.300
1761993965.836,0.087,4.300,2.010,325.39,325.39,269.75,-55.64,-27.82,0.00,-27.82,27.8,-27.8,2.300
1761993965.858,0.109,4.300,2.010,325.39,325.39,269.75,-55.64,-27.82,0.00,-27.82,27.8,-27.8,2.300
1761993965.879,0.130,4.300,2.010,325.39,325.39,269.75,-55.64,-27.82,0.00,-27.82,27.8,-27.8,2.300
1761993965.901,0.152,4.300,2.010,325.39,325.39,269.75,-55.64,-27.82,0.00,-27.82,27.8,-27.8,2.300
1761993965.927,0.178,4.300,2.010,327.54,325.66,269.75,-55.90,-27.95,-0.52,-28.48,28.5,-28.5,2.300
1761993965.948,0.199,4.340,1.980,327.54,325.92,270.49,-55.43,-27.72,1.11,-26.61,26.6,-26.6,2.340
1761993965.969,0.221,4.340,1.980,327.54,326.19,270.49,-55.70,-27.85,-0.62,-28.47,28.5,-28.5,2.340
1761993965.991,0.242,4.340,1.980,327.54,326.46,270.49,-55.97,-27.99,-0.62,-28.60,28.6,-28.6,2.340
1761993966.012,0.264,4.340,1.980,331.24,327.19,270.49,-56.70,-28.35,-1.73,-30.08,30.1,-30.1,2.340
1761993966.033,0.285,4.340,1.980,331.24,327.93,270.49,-57.44,-28.72,-1.74,-30.46,30.5,-30.5,2.340
1761993966.054,0.306,4.340,1.980,331.24,328.66,270.49,-58.17,-29.08,-1.74,-30.82,30.8,-30.8,2.340
1761993966.075,0.327,4.340,1.980,331.24,329.39,270.49,-58.90,-29.45,-1.76,-31.21,31.2,-31.2,2.340
1761993966.097,0.348,4.340,1.980,331.24,329.85,270.49,-59.36,-29.68,-1.08,-30.76,30.8,-30.8,2.340
1761993966.117,0.369,4.340,1.980,336.94,331.03,270.49,-60.54,-30.27,-2.83,-33.10,33.1,-33.1,2.340
1761993966.139,0.390,4.330,1.970,336.94,332.20,270.74,-61.47,-30.73,-2.17,-32.91,32.9,-32.9,2.330
1761993966.160,0.411,4.330,1.970,336.94,333.38,270.74,-62.64,-31.32,-2.77,-34.09,34.1,-34.1,2.330
1761993966.181,0.432,4.330,1.970,336.94,334.09,270.74,-63.35,-31.68,-1.69,-33.37,33.4,-33.4,2.330
1761993966.203,0.454,4.330,1.970,336.94,334.80,270.74,-64.07,-32.03,-1.64,-33.67,33.7,-33.7,2.330
1761993966.223,0.475,4.330,1.970,339.68,335.86,270.74,-65.12,-32.56,-2.55,-35.11,35.1,-35.1,2.330
1761993966.244,0.495,4.330,1.970,339.68,336.91,270.74,-66.18,-33.09,-2.55,-35.64,35.6,-35.6,2.330
1761993966.265,0.516,4.330,1.970,339.68,337.97,270.74,-67.23,-33.61,-2.55,-36.16,36.2,-36.2,2.330
1761993966.285,0.537,4.330,1.970,339.68,338.31,270.74,-67.57,-33.79,-0.83,-34.61,34.6,-34.6,2.330
1761993966.306,0.557,4.330,1.970,339.68,338.65,270.74,-67.91,-33.96,-0.83,-34.79,34.8,-34.8,2.330
1761993966.327,0.578,4.330,1.980,350.77,340.37,270.49,-69.88,-34.94,-4.76,-39.70,39.7,-39.7,2.330
1761993966.347,0.599,4.330,1.980,350.77,342.10,270.49,-71.61,-35.80,-4.19,-40.00,40.0,-40.0,2.330
1761993966.369,0.620,4.330,1.980,350.77,343.83,270.49,-73.34,-36.67,-3.99,-40.66,40.7,-40.7,2.330
1761993966.392,0.643,4.330,1.980,350.77,345.22,270.49,-74.73,-37.36,-3.05,-40.41,40.4,-40.4,2.330
1761993966.414,0.665,4.330,1.980,350.77,346.61,270.49,-76.12,-38.06,-3.16,-41.22,41.2,-41.2,2.330
1761993966.435,0.686,4.330,1.980,3.74,349.61,270.49,-79.12,-39.56,-5.00,-44.56,44.6,-44.6,2.330
1761993966.455,0.706,4.330,1.980,3.74,352.62,270.49,-82.13,-41.06,-5.00,-45.00,45.0,-45.0,2.330
1761993966.476,0.727,4.330,1.980,3.74,355.62,270.49,-85.13,-42.57,-5.00,-45.00,45.0,-45.0,2.330
1761993966.497,0.748,4.330,1.980,3.74,357.25,270.49,-86.76,-43.38,-3.92,-45.00,45.0,-45.0,2.330
1761993966.517,0.768,4.330,1.980,3.74,358.88,270.49,-88.39,-44.19,-3.94,-45.00,45.0,-45.0,2.330
1761993966.538,0.789,4.320,1.800,13.40,1.71,274.93,-86.78,-43.39,3.89,-39.50,39.5,-39.5,2.329
1761993966.559,0.810,4.320,1.800,13.40,4.54,274.93,-89.61,-44.81,-5.00,-45.00,45.0,-45.0,2.329
1761993966.580,0.831,4.320,1.800,13.40,7.36,274.93,-92.43,-46.21,-5.00,-45.00,45.0,-45.0,2.329
1761993966.602,0.853,4.320,1.800,13.40,8.57,274.93,-93.64,-46.82,-2.82,-45.00,45.0,-45.0,2.329
1761993966.622,0.874,4.320,1.800,13.40,9.78,274.93,-94.85,-47.42,-2.92,-45.00,45.0,-45.0,2.329
1761993966.643,0.894,4.320,1.800,35.09,13.64,274.93,-98.72,-49.36,-5.00,-45.00,45.0,-45.0,2.329
1761993966.664,0.915,4.320,1.800,35.09,17.56,274.93,-102.64,-51.32,-5.00,-45.00,45.0,-45.0,2.329
1761993966.685,0.936,4.320,1.800,35.09,21.50,274.93,-106.57,-53.29,-5.00,-45.00,45.0,-45.0,2.329
1761993966.706,0.958,4.320,1.800,35.09,24.24,274.93,-109.32,-54.66,-5.00,-45.00,45.0,-45.0,2.329
1761993966.727,0.978,4.300,2.010,35.09,26.99,269.75,-117.23,-58.62,-5.00,-45.00,45.0,-45.0,2.300
1761993966.748,0.999,4.300,2.010,42.51,30.65,269.75,-120.89,-60.45,-5.00,-45.00,45.0,-45.0,2.300
1761993966.769,1.021,4.300,2.010,42.51,34.28,269.75,-124.53,-62.27,-5.00,-45.00,45.0,-45.0,2.300
1761993966.790,1.041,4.300,2.010,42.51,37.87,269.75,-128.12,-64.06,-5.00,-45.00,45.0,-45.0,2.300
1761993966.811,1.062,4.300,2.010,42.51,38.80,269.75,-129.05,-64.52,-2.26,-45.00,45.0,-45.0,2.300
1761993966.831,1.083,4.300,2.010,42.51,39.73,269.75,-129.98,-64.99,-2.26,-45.00,45.0,-45.0,2.300
1761993966.852,1.103,4.300,2.010,63.88,43.28,269.75,-133.53,-66.76,-5.00,-45.00,45.0,-45.0,2.300
1761993966.873,1.124,4.300,2.010,63.88,46.88,269.75,-137.13,-68.56,-5.00,-45.00,45.0,-45.0,2.300
1761993966.893,1.145,4.300,2.010,63.88,50.49,269.75,-140.74,-70.37,-5.00,-45.00,45.0,-45.0,2.300
1761993966.914,1.165,4.300,2.010,63.88,53.19,269.75,-143.44,-71.72,-5.00,-45.00,45.0,-45.0,2.300
1761993966.936,1.187,4.330,2.010,63.88,55.89,269.75,-146.14,-73.07,-5.00,-45.00,45.0,-45.0,2.330
1761993966.956,1.207,4.330,2.010,76.55,60.16,269.75,-150.40,-75.20,-5.00,-45.00,45.0,-45.0,2.330
1761993966.977,1.228,4.330,2.010,76.55,64.42,269.75,-154.66,-77.33,-5.00,-45.00,45.0,-45.0,2.330
1761993966.998,1.249,4.330,2.010,76.55,68.62,269.75,-158.87,-79.43,-5.00,-45.00,45.0,-45.0,2.330
1761993967.021,1.272,4.330,2.010,76.55,70.21,269.75,-160.46,-80.23,-3.43,-45.00,45.0,-45.0,2.330
1761993967.042,1.293,4.330,2.010,76.55,71.80,269.75,-162.05,-81.02,-3.85,-45.00,45.0,-45.0,2.330
1761993967.062,1.313,4.330,2.010,97.67,75.98,269.75,-166.22,-83.11,-5.00,-45.00,45.0,-45.0,2.330
1761993967.083,1.334,4.330,2.010,97.67,80.21,269.75,-170.45,-85.23,-5.00,-45.00,45.0,-45.0,2.330
1761993967.103,1.355,4.330,2.010,97.67,84.44,269.75,-174.69,-87.34,-5.00,-45.00,45.0,-45.0,2.330
1761993967.124,1.375,4.330,2.020,97.67,87.11,269.51,-177.60,-88.80,-5.00,-45.00,45.0,-45.0,2.330
1761993967.145,1.396,4.330,2.020,97.67,89.78,269.51,179.73,89.86,5.00,45.00,-45.0,45.0,2.330
1761993967.165,1.417,4.330,2.020,119.98,95.17,269.51,174.34,87.17,-5.00,45.00,-45.0,45.0,2.330
1761993967.186,1.437,4.330,2.020,119.98,100.61,269.51,168.90,84.45,-5.00,45.00,-45.0,45.0,2.330
1761993967.207,1.458,4.330,2.020,119.98,106.01,269.51,163.50,81.75,-5.00,45.00,-45.0,45.0,2.330
1761993967.227,1.478,4.330,2.020,119.98,108.83,269.51,160.68,80.34,-5.00,45.00,-45.0,45.0,2.330
1761993967.248,1.499,4.330,2.020,119.98,111.65,269.51,157.86,78.93,-5.00,45.00,-45.0,45.0,2.330
1761993967.269,1.520,4.330,2.020,126.31,115.25,269.51,154.25,77.13,-5.00,45.00,-45.0,45.0,2.330
1761993967.289,1.540,4.330,2.020,126.31,118.83,269.51,150.68,75.34,-5.00,45.00,-45.0,45.0,2.330
1761993967.311,1.562,4.330,2.020,126.31,122.35,269.51,147.15,73.58,-5.00,45.00,-45.0,45.0,2.330
1761993967.332,1.584,4.440,1.980,126.31,123.14,270.47,147.32,73.66,0.40,45.00,-45.0,45.0,2.440
1761993967.353,1.604,4.440,1.980,126.31,123.94,270.47,146.53,73.27,-1.91,45.00,-45.0,45.0,2.440
1761993967.378,1.629,4.440,1.980,117.66,123.65,270.47,146.82,73.41,0.58,45.00,-45.0,45.0,2.440
1761993967.399,1.651,4.440,1.980,117.66,123.36,270.47,147.11,73.56,0.68,45.00,-45.0,45.0,2.440
1761993967.421,1.672,4.440,1.980,117.66,123.07,270.47,147.40,73.70,0.68,45.00,-45.0,45.0,2.440
1761993967.442,1.693,4.440,1.980,117.66,121.98,270.47,148.49,74.24,2.57,45.00,-45.0,45.0,2.440
1761993967.462,1.713,4.440,1.980,110.95,120.06,270.47,150.41,75.20,4.65,45.00,-45.0,45.0,2.440
1761993967.483,1.734,4.440,1.980,110.95,118.14,270.47,152.33,76.16,4.64,45.00,-45.0,45.0,2.440
1761993967.504,1.755,4.440,1.980,110.95,116.22,270.47,154.25,77.12,4.64,45.00,-45.0,45.0,2.440
1761993967.524,1.776,4.410,1.880,110.95,114.31,272.85,158.54,79.27,5.00,45.00,-45.0,45.0,2.413
1761993967.545,1.796,4.410,1.880,110.95,113.47,272.85,159.38,79.69,2.04,45.00,-45.0,45.0,2.413
1761993967.566,1.817,4.410,1.880,92.37,110.34,272.85,162.51,81.26,5.00,45.00,-45.0,45.0,2.413
1761993967.587,1.838,4.410,1.880,92.37,107.18,272.85,165.67,82.84,5.00,45.00,-45.0,45.0,2.413
1761993967.609,1.860,4.410,1.880,92.37,104.00,272.85,168.85,84.42,5.00,45.00,-45.0,45.0,2.413
1761993967.629,1.880,4.410,1.880,92.37,101.66,272.85,171.19,85.60,5.00,45.00,-45.0,45.0,2.413
1761993967.650,1.901,4.410,1.880,92.37,99.32,272.85,173.53,86.77,5.00,45.00,-45.0,45.0,2.413
1761993967.670,1.922,4.410,1.880,81.84,95.67,272.85,177.18,88.59,5.00,45.00,-45.0,45.0,2.413
1761993967.692,1.943,4.410,1.880,81.84,92.03,272.85,-179.18,-89.59,-5.00,-45.00,45.0,-45.0,2.413
1761993967.712,1.963,4.410,1.880,81.84,88.42,272.85,-175.57,-87.79,5.00,-45.00,45.0,-45.0,2.413
1761993967.733,1.984,4.390,1.990,81.84,87.10,270.24,-176.86,-88.43,-3.11,-45.00,45.0,-45.0,2.390
1761993967.754,2.005,4.390,1.990,81.84,85.79,270.24,-175.55,-87.77,3.18,-45.00,45.0,-45.0,2.390
1761993967.774,2.026,4.390,1.990,60.90,81.90,270.24,-171.66,-85.83,5.00,-45.00,45.0,-45.0,2.390
1761993967.795,2.046,4.390,1.990,60.90,77.96,270.24,-167.72,-83.86,5.00,-45.00,45.0,-45.0,2.390
1761993967.816,2.067,4.390,1.990,60.90,74.02,270.24,-163.78,-81.89,5.00,-45.00,45.0,-45.0,2.390
1761993967.836,2.088,4.390,1.990,60.90,71.37,270.24,-161.13,-80.56,5.00,-45.00,45.0,-45.0,2.390
1761993967.857,2.108,4.390,1.990,60.90,68.72,270.24,-158.48,-79.24,5.00,-45.00,45.0,-45.0,2.390
1761993967.878,2.129,4.390,1.990,65.45,66.66,270.24,-156.42,-78.21,4.99,-45.00,45.0,-45.0,2.390
1761993967.898,2.150,4.390,1.990,65.45,64.62,270.24,-154.38,-77.19,4.89,-45.00,45.0,-45.0,2.390
1761993967.919,2.170,4.370,2.080,65.45,62.60,268.07,-154.54,-77.27,-0.37,-45.00,45.0,-45.0,2.371
1761993967.940,2.192,4.370,2.080,65.45,63.17,268.07,-155.11,-77.55,-1.34,-45.00,45.0,-45.0,2.371
1761993967.961,2.212,4.370,2.080,65.45,63.74,268.07,-155.68,-77.84,-1.37,-45.00,45.0,-45.0,2.371
1761993967.982,2.234,4.370,2.080,76.02,65.63,268.07,-157.56,-78.78,-4.41,-45.00,45.0,-45.0,2.371
1761993968.004,2.255,4.370,2.080,76.02,67.52,268.07,-159.45,-79.73,-4.47,-45.00,45.0,-45.0,2.371
1761993968.025,2.276,4.370,2.080,76.02,69.41,268.07,-161.34,-80.67,-4.45,-45.00,45.0,-45.0,2.371
1761993968.046,2.297,4.370,2.080,76.02,70.74,268.07,-162.67,-81.33,-3.14,-45.00,45.0,-45.0,2.371
1761993968.067,2.318,4.370,2.080,76.02,72.06,268.07,-164.00,-82.00,-3.13,-45.00,45.0,-45.0,2.371
1761993968.088,2.340,4.370,2.080,94.98,75.72,268.07,-167.65,-83.83,-5.00,-45.00,45.0,-45.0,2.371
1761993968.110,2.361,4.370,2.080,94.98,79.41,268.07,-171.35,-85.67,-5.00,-45.00,45.0,-45.0,2.371
1761993968.131,2.382,4.410,2.060,94.98,83.11,268.57,-174.54,-87.27,-5.00,-45.00,45.0,-45.0,2.411
1761993968.152,2.404,4.410,2.060,94.98,85.50,268.57,-176.93,-88.46,-5.00,-45.00,45.0,-45.0,2.411
1761993968.173,2.425,4.410,2.060,94.98,87.89,268.57,-179.32,-89.66,-5.00,-45.00,45.0,-45.0,2.411
1761993968.195,2.446,4.410,2.060,103.06,91.29,268.57,177.29,88.64,5.00,45.00,-45.0,45.0,2.411
1761993968.216,2.467,4.410,2.060,103.06,94.67,268.57,173.91,86.95,-5.00,45.00,-45.0,45.0,2.411
1761993968.236,2.488,4.410,2.060,103.06,98.01,268.57,170.56,85.28,-5.00,45.00,-45.0,45.0,2.411
1761993968.257,2.508,4.410,2.060,103.06,99.02,268.57,169.55,84.78,-2.45,45.00,-45.0,45.0,2.411
1761993968.278,2.529,4.410,2.060,103.06,100.04,268.57,168.54,84.27,-2.45,45.00,-45.0,45.0,2.411
1761993968.299,2.550,4.410,2.060,122.21,103.40,268.57,165.17,82.59,-5.00,45.00,-45.0,45.0,2.411
1761993968.319,2.570,4.410,2.060,122.21,106.81,268.57,161.77,80.88,-5.00,45.00,-45.0,45.0,2.411
1761993968.340,2.591,4.420,1.950,122.21,110.22,271.18,160.96,80.48,-1.94,45.00,-45.0,45.0,2.421
1761993968.361,2.612,4.420,1.950,122.21,112.64,271.18,158.54,79.27,-5.00,45.00,-45.0,45.0,2.421
1761993968.382,2.633,4.420,1.950,122.21,115.05,271.18,156.13,78.06,-5.00,45.00,-45.0,45.0,2.421
1761993968.402,2.653,4.420,1.950,115.68,116.64,271.18,154.55,77.27,-3.83,45.00,-45.0,45.0,2.421
1761993968.424,2.675,4.420,1.950,115.68,118.21,271.18,152.98,76.49,-3.60,45.00,-45.0,45.0,2.421
1761993968.445,2.696,4.420,1.950,115.68,119.77,271.18,151.42,75.71,-3.79,45.00,-45.0,45.0,2.421
1761993968.465,2.717,4.420,1.950,115.68,118.95,271.18,152.23,76.12,1.98,45.00,-45.0,45.0,2.421
1761993968.486,2.737,4.420,1.950,115.68,118.13,271.18,153.05,76.53,1.98,45.00,-45.0,45.0,2.421
1761993968.507,2.758,4.420,1.950,102.89,115.73,271.18,155.46,77.73,5.00,45.00,-45.0,45.0,2.421
1761993968.527,2.779,4.390,1.950,102.89,113.31,271.20,157.89,78.94,5.00,45.00,-45.0,45.0,2.391
1761993968.548,2.799,4.390,1.950,102.89,110.89,271.20,160.31,80.15,5.00,45.00,-45.0,45.0,2.391
1761993968.570,2.821,4.390,1.950,102.89,109.29,271.20,161.91,80.96,3.74,45.00,-45.0,45.0,2.391
1761993968.591,2.843,4.390,1.950,102.89,107.68,271.20,163.52,81.76,3.70,45.00,-45.0,45.0,2.391
1761993968.613,2.864,4.390,1.950,91.51,104.66,271.20,166.53,83.27,5.00,45.00,-45.0,45.0,2.391
1761993968.634,2.885,4.390,1.950,91.51,101.64,271.20,169.56,84.78,5.00,45.00,-45.0,45.0,2.391
1761993968.655,2.906,4.390,1.950,91.51,98.63,271.20,172.57,86.29,5.00,45.00,-45.0,45.0,2.391
1761993968.676,2.927,4.390,1.950,91.51,97.20,271.20,174.00,87.00,3.39,45.00,-45.0,45.0,2.391
1761993968.697,2.948,4.390,1.950,91.51,95.77,271.20,175.43,87.71,3.37,45.00,-45.0,45.0,2.391
1761993968.718,2.969,4.390,1.950,69.85,91.70,271.20,179.50,89.75,5.00,45.00,-45.0,45.0,2.391
1761993968.739,2.990,4.380,1.940,69.85,87.56,271.44,-176.12,-88.06,-5.00,-45.00,45.0,-45.0,2.381
1761993968.760,3.011,4.380,1.940,69.85,83.42,271.44,-171.97,-85.99,5.00,-45.00,45.0,-45.0,2.381
1761993968.782,3.033,4.380,1.940,69.85,80.68,271.44,-169.24,-84.62,5.00,-45.00,45.0,-45.0,2.381
1761993968.803,3.054,4.380,1.940,69.85,77.94,271.44,-166.50,-83.25,5.00,-45.00,45.0,-45.0,2.381
1761993968.823,3.074,4.380,1.940,52.90,73.12,271.44,-161.68,-80.84,5.00,-45.00,45.0,-45.0,2.381
1761993968.844,3.095,4.380,1.940,52.90,68.29,271.44,-156.85,-78.42,5.00,-45.00,45.0,-45.0,2.381
1761993968.865,3.116,4.380,1.940,52.90,63.51,271.44,-152.07,-76.03,5.00,-45.00,45.0,-45.0,2.381
1761993968.886,3.137,4.380,1.940,52.90,61.38,271.44,-149.93,-74.97,5.00,-45.00,45.0,-45.0,2.381
1761993968.907,3.158,4.380,1.940,52.90,59.24,271.44,-147.80,-73.90,5.00,-45.00,45.0,-45.0,2.381
1761993968.928,3.179,4.350,1.970,50.20,56.77,270.73,-146.04,-73.02,4.23,-45.00,45.0,-45.0,2.350
1761993968.948,3.200,4.350,1.970,50.20,54.32,270.73,-143.59,-71.79,5.00,-45.00,45.0,-45.0,2.350
1761993968.969,3.220,4.350,1.970,50.20,51.88,270.73,-141.15,-70.58,5.00,-45.00,45.0,-45.0,2.350
1761993968.990,3.242,4.350,1.970,50.20,51.55,270.73,-140.82,-70.41,0.79,-45.00,45.0,-45.0,2.350
1761993969.012,3.263,4.350,1.970,50.20,51.21,270.73,-140.48,-70.24,0.79,-45.00,45.0,-45.0,2.350
1761993969.036,3.287,4.350,1.970,67.47,53.01,270.73,-142.28,-71.14,-3.72,-45.00,45.0,-45.0,2.350
1761993969.057,3.308,4.350,1.970,67.47,54.83,270.73,-144.10,-72.05,-4.28,-45.00,45.0,-45.0,2.350
1761993969.078,3.329,4.350,1.970,67.47,56.66,270.73,-145.93,-72.96,-4.43,-45.00,45.0,-45.0,2.350
1761993969.099,3.350,4.350,1.970,67.47,58.84,270.73,-148.10,-74.05,-5.00,-45.00,45.0,-45.0,2.350
1761993969.120,3.371,4.350,1.970,78.00,62.32,270.73,-151.58,-75.79,-5.00,-45.00,45.0,-45.0,2.350
1761993969.141,3.392,4.360,2.060,78.00,65.81,268.54,-157.27,-78.63,-5.00,-45.00,45.0,-45.0,2.361
1761993969.163,3.414,4.360,2.060,78.00,69.29,268.54,-160.75,-80.37,-5.00,-45.00,45.0,-45.0,2.361
1761993969.184,3.435,4.360,2.060,78.00,72.74,268.54,-164.19,-82.10,-5.00,-45.00,45.0,-45.0,2.361
1761993969.205,3.456,4.360,2.060,78.00,74.05,268.54,-165.51,-82.76,-3.12,-45.00,45.0,-45.0,2.361
1761993969.226,3.477,4.360,2.060,95.91,77.58,268.54,-169.04,-84.52,-5.00,-45.00,45.0,-45.0,2.361
1761993969.247,3.498,4.360,2.060,95.91,81.14,268.54,-172.59,-86.30,-5.00,-45.00,45.0,-45.0,2.361
1761993969.268,3.519,4.360,2.060,95.91,84.70,268.54,-176.15,-88.08,-5.00,-45.00,45.0,-45.0,2.361
1761993969.289,3.541,4.360,2.060,95.91,86.95,268.54,-178.41,-89.21,-5.00,-45.00,45.0,-45.0,2.361
1761993969.311,3.562,4.360,2.060,95.91,89.21,268.54,179.33,89.67,5.00,45.00,-45.0,45.0,2.361
1761993969.333,3.584,4.420,1.990,109.57,93.16,270.24,177.08,88.54,-5.00,45.00,-45.0,45.0,2.420
1761993969.354,3.605,4.420,1.990,109.57,97.11,270.24,173.13,86.57,-5.00,45.00,-45.0,45.0,2.420
1761993969.375,3.626,4.420,1.990,109.57,101.03,270.24,169.21,84.61,-5.00,45.00,-45.0,45.0,2.420
1761993969.396,3.647,4.420,1.990,109.57,102.74,270.24,167.50,83.75,-4.06,45.00,-45.0,45.0,2.420
1761993969.417,3.668,4.420,1.990,109.57,104.46,270.24,165.78,82.89,-4.08,45.00,-45.0,45.0,2.420
1761993969.438,3.689,4.420,1.990,119.98,107.46,270.24,162.77,81.39,-5.00,45.00,-45.0,45.0,2.420
1761993969.460,3.711,4.420,1.990,119.98,110.48,270.24,159.76,79.88,-5.00,45.00,-45.0,45.0,2.420
1761993969.481,3.732,4.420,1.990,119.98,113.47,270.24,156.76,78.38,-5.00,45.00,-45.0,45.0,2.420
1761993969.501,3.753,4.420,1.990,119.98,114.78,270.24,155.46,77.73,-3.17,45.00,-45.0,45.0,2.420
1761993969.522,3.773,4.460,1.970,119.98,116.08,270.70,154.62,77.31,-2.05,45.00,-45.0,45.0,2.460
1761993969.543,3.794,4.460,1.970,109.29,116.05,270.70,154.65,77.33,0.09,45.00,-45.0,45.0,2.460
1761993969.564,3.815,4.460,1.970,109.29,116.01,270.70,154.69,77.34,0.08,45.00,-45.0,45.0,2.460
1761993969.585,3.836,4.460,1.970,109.29,115.98,270.70,154.72,77.36,0.09,45.00,-45.0,45.0,2.460
1761993969.606,3.857,4.460,1.970,109.29,114.64,270.70,156.06,78.03,3.21,45.00,-45.0,45.0,2.460
1761993969.626,3.877,4.460,1.970,109.29,113.30,270.70,157.40,78.70,3.24,45.00,-45.0,45.0,2.460
1761993969.647,3.898,4.460,1.970,103.57,111.24,270.70,159.46,79.73,4.99,45.00,-45.0,45.0,2.460
1761993969.667,3.919,4.460,1.970,103.57,109.19,270.70,161.51,80.76,4.99,45.00,-45.0,45.0,2.460
1761993969.688,3.939,4.460,1.970,103.57,107.14,270.70,163.56,81.78,4.96,45.00,-45.0,45.0,2.460
1761993969.709,3.960,4.460,1.970,103.57,106.43,270.70,164.27,82.14,1.71,45.00,-45.0,45.0,2.460
1761993969.730,3.981,4.370,2.030,103.57,105.71,269.27,163.56,81.78,-1.72,45.00,-45.0,45.0,2.370
1761993969.750,4.001,4.370,2.030,84.56,102.65,269.27,166.62,83.31,5.00,45.00,-45.0,45.0,2.370
1761993969.771,4.022,4.370,2.030,84.56,99.56,269.27,169.71,84.85,5.00,45.00,-45.0,45.0,2.370
1761993969.792,4.043,4.370,2.030,84.56,96.46,269.27,172.81,86.41,5.00,45.00,-45.0,45.0,2.370
1761993969.814,4.065,4.370,2.030,84.56,94.06,269.27,175.21,87.61,5.00,45.00,-45.0,45.0,2.370
1761993969.834,4.085,4.370,2.030,84.56,91.67,269.27,177.61,88.80,5.00,45.00,-45.0,45.0,2.370
1761993969.855,4.106,4.370,2.030,71.49,87.66,269.27,-178.38,-89.19,-5.00,-45.00,45.0,-45.0,2.370
1761993969.875,4.127,4.370,2.030,71.49,83.64,269.27,-174.37,-87.18,5.00,-45.00,45.0,-45.0,2.370
1761993969.896,4.147,4.370,2.030,71.49,79.67,269.27,-170.39,-85.20,5.00,-45.00,45.0,-45.0,2.370
1761993969.917,4.168,4.370,2.030,71.49,78.03,269.27,-168.75,-84.38,3.97,-45.00,45.0,-45.0,2.370
1761993969.937,4.189,4.420,1.970,71.49,76.39,270.71,-165.68,-82.84,5.00,-45.00,45.0,-45.0,2.420
1761993969.959,4.210,4.420,1.970,52.90,72.46,270.71,-161.75,-80.88,5.00,-45.00,45.0,-45.0,2.420
1761993969.980,4.231,4.420,1.970,52.90,68.50,270.71,-157.79,-78.89,5.00,-45.00,45.0,-45.0,2.420
1761993970.000,4.252,4.420,1.970,52.90,64.54,270.71,-153.83,-76.91,5.00,-45.00,45.0,-45.0,2.420
1761993970.021,4.272,4.420,1.970,52.90,62.20,270.71,-151.49,-75.74,5.00,-45.00,45.0,-45.0,2.420
1761993970.042,4.293,4.420,1.970,52.90,59.85,270.71,-149.14,-74.57,5.00,-45.00,45.0,-45.0,2.420
1761993970.063,4.314,4.420,1.970,54.10,57.67,270.71,-146.96,-73.48,5.00,-45.00,45.0,-45.0,2.420
1761993970.084,4.335,4.420,1.970,54.10,55.50,270.71,-144.79,-72.39,5.00,-45.00,45.0,-45.0,2.420
1761993970.105,4.356,4.420,1.970,54.10,53.35,270.71,-142.64,-71.32,5.00,-45.00,45.0,-45.0,2.420
1761993970.126,4.377,4.390,2.080,54.10,53.50,268.08,-145.42,-72.71,-5.00,-45.00,45.0,-45.0,2.391
1761993970.147,4.398,4.390,2.080,54.10,53.65,268.08,-145.57,-72.78,-0.36,-45.00,45.0,-45.0,2.391
1761993970.168,4.419,4.390,2.080,70.67,55.85,268.08,-147.77,-73.88,-5.00,-45.00,45.0,-45.0,2.391
1761993970.189,4.440,4.390,2.080,70.67,58.07,268.08,-149.99,-74.99,-5.00,-45.00,45.0,-45.0,2.391
1761993970.210,4.461,4.390,2.080,70.67,60.30,268.08,-152.22,-76.11,-5.00,-45.00,45.0,-45.0,2.391
1761993970.231,4.482,4.390,2.080,70.67,62.39,268.08,-154.30,-77.15,-4.97,-45.00,45.0,-45.0,2.391
1761993970.252,4.503,4.390,2.080,70.67,64.47,268.08,-156.39,-78.19,-4.96,-45.00,45.0,-45.0,2.391
1761993970.273,4.524,4.390,2.080,91.48,69.10,268.08,-161.02,-80.51,-5.00,-45.00,45.0,-45.0,2.391
1761993970.294,4.545,4.390,2.080,91.48,73.78,268.08,-165.70,-82.85,-5.00,-45.00,45.0,-45.0,2.391
1761993970.315,4.566,4.410,2.130,91.48,78.45,266.91,-171.53,-85.77,-5.00,-45.00,45.0,-45.0,2.414
1761993970.336,4.587,4.410,2.130,91.48,81.07,266.91,-174.16,-87.08,-5.00,-45.00,45.0,-45.0,2.414
1761993970.357,4.608,4.410,2.130,91.48,83.70,266.91,-176.79,-88.40,-5.00,-45.00,45.0,-45.0,2.414
1761993970.378,4.629,4.410,2.130,101.88,87.62,266.91,179.29,89.65,5.00,45.00,-45.0,45.0,2.414
1761993970.400,4.651,4.410,2.130,101.88,91.52,266.91,175.39,87.70,-5.00,45.00,-45.0,45.0,2.414
1761993970.421,4.672,4.410,2.130,101.88,95.38,266.91,171.54,85.77,-5.00,45.00,-45.0,45.0,2.414
