timestamp,elapsed,x,y,raw_heading,filtered_heading,target_angle,angle_error,P,D,correction,left_speed,right_speed,distance_to_target
1761993977.803,12.054,4.350,2.190,74.32,69.49,265.38,-164.11,-82.06,-2.94,-45.00,45.0,-45.0,2.358
1761993977.824,12.075,4.350,2.190,74.32,70.70,265.38,-165.32,-82.66,-2.93,-45.00,45.0,-45.0,2.358
1761993977.844,12.096,4.350,2.190,91.48,74.03,265.38,-168.65,-84.32,-5.00,-45.00,45.0,-45.0,2.358
1761993977.865,12.116,4.350,2.190,91.48,77.38,265.38,-172.00,-86.00,-5.00,-45.00,45.0,-45.0,2.358
1761993977.886,12.137,4.350,2.190,91.48,80.74,265.38,-175.36,-87.68,-5.00,-45.00,45.0,-45.0,2.358
1761993977.906,12.158,4.350,2.190,91.48,82.90,265.38,-177.52,-88.76,-5.00,-45.00,45.0,-45.0,2.358
1761993977.927,12.178,4.400,1.970,91.48,85.06,270.72,-174.34,-87.17,5.00,-45.00,45.0,-45.0,2.400
1761993977.948,12.200,4.400,1.970,102.19,88.55,270.72,-177.83,-88.92,-5.00,-45.00,45.0,-45.0,2.400
1761993977.969,12.220,4.400,1.970,102.19,92.03,270.72,178.68,89.34,5.00,45.00,-45.0,45.0,2.400
1761993977.989,12.241,4.400,1.970,102.19,95.49,270.72,175.22,87.61,-5.00,45.00,-45.0,45.0,2.400
1761993978.011,12.263,4.400,1.970,102.19,96.84,270.72,173.88,86.94,-3.06,45.00,-45.0,45.0,2.400
1761993978.032,12.283,4.400,1.970,102.19,98.18,270.72,172.54,86.27,-3.25,45.00,-45.0,45.0,2.400
1761993978.053,12.304,4.400,1.970,116.11,101.24,270.72,169.47,84.74,-5.00,45.00,-45.0,45.0,2.400
1761993978.074,12.325,4.400,1.970,116.11,104.32,270.72,166.39,83.20,-5.00,45.00,-45.0,45.0,2.400
1761993978.094,12.345,4.400,1.970,116.11,107.40,270.72,163.31,81.66,-5.00,45.00,-45.0,45.0,2.400
1761993978.116,12.367,4.400,1.970,116.11,109.15,270.72,161.57,80.78,-4.09,45.00,-45.0,45.0,2.400
1761993978.137,12.388,4.450,2.090,116.11,110.90,267.90,157.00,78.50,-5.00,45.00,-45.0,45.0,2.452
1761993978.162,12.413,4.450,2.090,116.11,112.64,267.90,155.25,77.63,-3.50,45.00,-45.0,45.0,2.452
1761993978.183,12.434,4.450,2.090,116.11,114.38,267.90,153.52,76.76,-4.22,45.00,-45.0,45.0,2.452
1761993978.203,12.454,4.450,2.090,116.11,116.11,267.90,151.79,75.89,-4.20,45.00,-45.0,45.0,2.452
1761993978.224,12.475,4.450,2.090,116.11,116.11,267.90,151.79,75.89,0.00,45.00,-45.0,45.0,2.452
1761993978.245,12.497,4.450,2.090,112.08,115.61,267.90,152.29,76.15,1.17,45.00,-45.0,45.0,2.452
1761993978.266,12.517,4.450,2.090,112.08,115.10,267.90,152.79,76.40,1.22,45.00,-45.0,45.0,2.452
1761993978.287,12.539,4.450,2.090,112.08,114.60,267.90,153.30,76.65,1.17,45.00,-45.0,45.0,2.452
1761993978.310,12.561,4.450,2.090,112.08,114.10,267.90,153.80,76.90,1.12,45.00,-45.0,45.0,2.452
1761993978.331,12.582,4.420,2.080,112.08,113.59,268.11,154.51,77.26,1.69,45.00,-45.0,45.0,2.421
1761993978.353,12.604,4.420,2.080,94.14,110.87,268.11,157.23,78.62,5.00,45.00,-45.0,45.0,2.421
1761993978.374,12.625,4.420,2.080,94.14,108.13,268.11,159.98,79.99,5.00,45.00,-45.0,45.0,2.421
1761993978.394,12.646,4.420,2.080,94.14,105.37,268.11,162.73,81.37,5.00,45.00,-45.0,45.0,2.421
1761993978.416,12.667,4.420,2.080,94.14,103.11,268.11,164.99,82.50,5.00,45.00,-45.0,45.0,2.421
1761993978.436,12.687,4.420,2.080,94.14,100.85,268.11,167.26,83.63,5.00,45.00,-45.0,45.0,2.421
1761993978.457,12.708,4.420,2.080,82.01,97.09,268.11,171.02,85.51,5.00,45.00,-45.0,45.0,2.421
1761993978.477,12.729,4.420,2.080,82.01,93.33,268.11,174.78,87.39,5.00,45.00,-45.0,45.0,2.421
1761993978.498,12.749,4.420,2.080,82.01,89.60,268.11,178.51,89.26,5.00,45.00,-45.0,45.0,2.421
1761993978.519,12.770,4.330,2.090,82.01,88.07,267.79,179.71,89.86,2.92,45.00,-45.0,45.0,2.332
1761993978.539,12.790,4.330,2.090,82.01,86.55,267.79,-178.77,-89.38,-5.00,-45.00,45.0,-45.0,2.332
1761993978.560,12.811,4.330,2.090,61.88,82.56,267.79,-174.77,-87.39,5.00,-45.00,45.0,-45.0,2.332
1761993978.580,12.832,4.330,2.090,61.88,78.53,267.79,-170.74,-85.37,5.00,-45.00,45.0,-45.0,2.332
1761993978.601,12.852,4.330,2.090,61.88,74.48,267.79,-166.70,-83.35,5.00,-45.00,45.0,-45.0,2.332
1761993978.622,12.873,4.330,2.090,61.88,71.94,267.79,-164.16,-82.08,5.00,-45.00,45.0,-45.0,2.332
1761993978.642,12.893,4.330,2.090,61.88,69.40,267.79,-161.62,-80.81,5.00,-45.00,45.0,-45.0,2.332
1761993978.663,12.914,4.330,2.090,54.93,66.00,267.79,-158.21,-79.11,5.00,-45.00,45.0,-45.0,2.332
1761993978.683,12.935,4.330,2.090,54.93,62.62,267.79,-154.83,-77.42,5.00,-45.00,45.0,-45.0,2.332
1761993978.705,12.956,4.330,2.090,54.93,59.28,267.79,-151.49,-75.74,5.00,-45.00,45.0,-45.0,2.332
1761993978.727,12.978,4.330,1.980,54.93,58.41,270.49,-147.91,-73.96,5.00,-45.00,45.0,-45.0,2.330
1761993978.747,12.998,4.330,1.980,54.93,57.54,270.49,-147.05,-73.52,2.11,-45.00,45.0,-45.0,2.330
1761993978.768,13.019,4.330,1.980,62.95,57.67,270.49,-147.18,-73.59,-0.32,-45.00,45.0,-45.0,2.330
1761993978.788,13.040,4.330,1.980,62.95,57.81,270.49,-147.31,-73.66,-0.32,-45.00,45.0,-45.0,2.330
1761993978.809,13.060,4.330,1.980,62.95,57.94,270.49,-147.45,-73.72,-0.32,-45.00,45.0,-45.0,2.330
1761993978.830,13.081,4.330,1.980,62.95,58.94,270.49,-148.45,-74.23,-2.43,-45.00,45.0,-45.0,2.330
1761993978.850,13.102,4.330,1.980,62.95,59.95,270.49,-149.45,-74.73,-2.43,-45.00,45.0,-45.0,2.330
1761993978.871,13.122,4.330,1.980,80.61,63.13,270.49,-152.64,-76.32,-5.00,-45.00,45.0,-45.0,2.330
1761993978.892,13.143,4.330,1.980,80.61,66.34,270.49,-155.85,-77.92,-5.00,-45.00,45.0,-45.0,2.330
1761993978.912,13.164,4.330,1.980,80.61,69.56,270.49,-159.06,-79.53,-5.00,-45.00,45.0,-45.0,2.330
1761993978.933,13.184,4.350,2.080,80.61,71.78,268.05,-163.73,-81.86,-5.00,-45.00,45.0,-45.0,2.351
1761993978.954,13.205,4.350,2.080,80.61,74.00,268.05,-165.95,-82.98,-5.00,-45.00,45.0,-45.0,2.351
1761993978.974,13.226,4.350,2.080,88.82,77.25,268.05,-169.20,-84.60,-5.00,-45.00,45.0,-45.0,2.351
1761993978.995,13.246,4.350,2.080,88.82,80.48,268.05,-172.43,-86.22,-5.00,-45.00,45.0,-45.0,2.351
1761993979.017,13.268,4.350,2.080,88.82,83.69,268.05,-175.64,-87.82,-5.00,-45.00,45.0,-45.0,2.351
1761993979.037,13.289,4.350,2.080,88.82,84.72,268.05,-176.67,-88.33,-2.49,-45.00,45.0,-45.0,2.351
1761993979.059,13.310,4.350,2.080,88.82,85.74,268.05,-177.69,-88.85,-2.36,-45.00,45.0,-45.0,2.351
1761993979.080,13.331,4.350,2.080,111.77,89.58,268.05,178.47,89.24,5.00,45.00,-45.0,45.0,2.351
1761993979.100,13.352,4.350,2.080,111.77,93.47,268.05,174.58,87.29,-5.00,45.00,-45.0,45.0,2.351
1761993979.121,13.372,4.370,2.090,111.77,97.39,267.83,170.43,85.22,-5.00,45.00,-45.0,45.0,2.372
1761993979.142,13.393,4.370,2.090,111.77,100.30,267.83,167.53,83.76,-5.00,45.00,-45.0,45.0,2.372
1761993979.162,13.414,4.370,2.090,111.77,103.20,267.83,164.62,82.31,-5.00,45.00,-45.0,45.0,2.372
1761993979.183,13.434,4.370,2.090,119.64,107.08,267.83,160.75,80.37,-5.00,45.00,-45.0,45.0,2.372
1761993979.204,13.455,4.370,2.090,119.64,110.93,267.83,156.89,78.45,-5.00,45.00,-45.0,45.0,2.372
1761993979.224,13.475,4.370,2.090,119.64,114.72,267.83,153.10,76.55,-5.00,45.00,-45.0,45.0,2.372
1761993979.245,13.496,4.370,2.090,119.64,115.71,267.83,152.12,76.06,-2.39,45.00,-45.0,45.0,2.372
1761993979.265,13.517,4.370,2.090,119.64,116.69,267.83,151.13,75.57,-2.39,45.00,-45.0,45.0,2.372
1761993979.287,13.538,4.370,2.090,114.06,116.98,267.83,150.85,75.42,-0.66,45.00,-45.0,45.0,2.372
1761993979.309,13.561,4.370,2.090,114.06,117.26,267.83,150.56,75.28,-0.65,45.00,-45.0,45.0,2.372
1761993979.331,13.582,4.400,2.050,114.06,117.55,268.81,151.26,75.63,1.64,45.00,-45.0,45.0,2.401
1761993979.351,13.602,4.400,2.050,114.06,116.85,268.81,151.95,75.98,1.69,45.00,-45.0,45.0,2.401
1761993979.372,13.623,4.400,2.050,114.06,116.15,268.81,152.65,76.33,1.69,45.00,-45.0,45.0,2.401
1761993979.393,13.644,4.400,2.050,107.11,114.59,268.81,154.22,77.11,3.79,45.00,-45.0,45.0,2.401
1761993979.413,13.664,4.400,2.050,107.11,113.02,268.81,155.78,77.89,3.81,45.00,-45.0,45.0,2.401
1761993979.434,13.685,4.400,2.050,107.11,111.46,268.81,157.35,78.67,3.80,45.00,-45.0,45.0,2.401
1761993979.454,13.705,4.400,2.050,107.11,110.59,268.81,158.22,79.11,2.11,45.00,-45.0,45.0,2.401
1761993979.475,13.726,4.400,2.050,107.11,109.72,268.81,159.09,79.54,2.11,45.00,-45.0,45.0,2.401
1761993979.496,13.747,4.400,2.050,87.94,106.49,268.81,162.32,81.16,5.00,45.00,-45.0,45.0,2.401
1761993979.516,13.767,4.400,2.050,87.94,103.22,268.81,165.58,82.79,5.00,45.00,-45.0,45.0,2.401
1761993979.537,13.788,4.420,2.050,87.94,99.94,268.82,168.87,84.44,5.00,45.00,-45.0,45.0,2.421
1761993979.557,13.809,4.420,2.050,87.94,97.53,268.82,171.29,85.65,5.00,45.00,-45.0,45.0,2.421
1761993979.578,13.829,4.420,2.050,87.94,95.11,268.82,173.71,86.85,5.00,45.00,-45.0,45.0,2.421
1761993979.599,13.850,4.420,2.050,74.61,91.04,268.82,177.77,88.89,5.00,45.00,-45.0,45.0,2.421
1761993979.619,13.870,4.420,2.050,74.61,86.98,268.82,-178.16,-89.08,-5.00,-45.00,45.0,-45.0,2.421
1761993979.640,13.891,4.420,2.050,74.61,82.95,268.82,-174.13,-87.07,5.00,-45.00,45.0,-45.0,2.421
1761993979.660,13.912,4.420,2.050,74.61,81.28,268.82,-172.46,-86.23,4.07,-45.00,45.0,-45.0,2.421
1761993979.681,13.932,4.420,2.050,74.61,79.60,268.82,-170.79,-85.39,4.07,-45.00,45.0,-45.0,2.421
1761993979.702,13.953,4.420,2.050,54.68,75.48,268.82,-166.67,-83.33,5.00,-45.00,45.0,-45.0,2.421
1761993979.722,13.974,4.420,2.050,54.68,71.32,268.82,-162.51,-81.25,5.00,-45.00,45.0,-45.0,2.421
1761993979.743,13.994,4.330,2.010,54.68,67.16,269.75,-157.41,-78.70,5.00,-45.00,45.0,-45.0,2.330
1761993979.764,14.015,4.330,2.010,54.68,64.65,269.75,-154.89,-77.45,5.00,-45.00,45.0,-45.0,2.330
1761993979.784,14.036,4.330,2.010,54.68,62.13,269.75,-152.38,-76.19,5.00,-45.00,45.0,-45.0,2.330
1761993979.805,14.056,4.330,2.010,57.37,59.96,269.75,-150.21,-75.10,5.00,-45.00,45.0,-45.0,2.330
1761993979.826,14.077,4.330,2.010,57.37,57.81,269.75,-148.06,-74.03,5.00,-45.00,45.0,-45.0,2.330
1761993979.846,14.097,4.330,2.010,57.37,55.69,269.75,-145.93,-72.97,5.00,-45.00,45.0,-45.0,2.330
1761993979.867,14.118,4.330,2.010,57.37,56.02,269.75,-146.27,-73.14,-0.81,-45.00,45.0,-45.0,2.330
1761993979.887,14.139,4.330,2.010,57.37,56.36,269.75,-146.61,-73.30,-0.82,-45.00,45.0,-45.0,2.330
1761993979.908,14.159,4.330,2.010,65.45,57.70,269.75,-147.95,-73.98,-3.25,-45.00,45.0,-45.0,2.330
1761993979.929,14.180,4.330,2.010,65.45,59.05,269.75,-149.30,-74.65,-3.28,-45.00,45.0,-45.0,2.330
1761993979.949,14.201,4.380,2.030,65.45,60.40,269.28,-151.12,-75.56,-4.39,-45.00,45.0,-45.0,2.380
1761993979.971,14.222,4.380,2.030,65.45,61.41,269.28,-152.13,-76.07,-2.36,-45.00,45.0,-45.0,2.380
1761993979.992,14.243,4.380,2.030,65.45,62.42,269.28,-153.14,-76.57,-2.36,-45.00,45.0,-45.0,2.380
1761993980.013,14.265,4.380,2.030,85.19,65.86,269.28,-156.58,-78.29,-5.00,-45.00,45.0,-45.0,2.380
1761993980.035,14.286,4.380,2.030,85.19,69.34,269.28,-160.06,-80.03,-5.00,-45.00,45.0,-45.0,2.380
1761993980.056,14.307,4.380,2.030,85.19,72.83,269.28,-163.55,-81.78,-5.00,-45.00,45.0,-45.0,2.380
1761993980.077,14.329,4.380,2.030,85.19,75.32,269.28,-166.04,-83.02,-5.00,-45.00,45.0,-45.0,2.380
1761993980.098,14.350,4.380,2.030,85.19,77.81,269.28,-168.53,-84.27,-5.00,-45.00,45.0,-45.0,2.380
1761993980.120,14.371,4.380,2.030,93.24,81.30,269.28,-172.02,-86.01,-5.00,-45.00,45.0,-45.0,2.380
1761993980.142,14.393,4.330,1.860,93.24,84.77,273.44,-171.33,-85.67,1.53,-45.00,45.0,-45.0,2.334
1761993980.164,14.415,4.330,1.860,93.24,88.21,273.44,-174.77,-87.38,-5.00,-45.00,45.0,-45.0,2.334
1761993980.185,14.437,4.330,1.860,93.24,89.21,273.44,-175.78,-87.89,-2.33,-45.00,45.0,-45.0,2.334
1761993980.207,14.458,4.330,1.860,93.24,90.22,273.44,-176.78,-88.39,-2.34,-45.00,45.0,-45.0,2.334
1761993980.230,14.481,4.330,1.860,116.11,94.03,273.44,179.41,89.71,5.00,45.00,-45.0,45.0,2.334
1761993980.251,14.502,4.330,1.860,116.11,97.89,273.44,175.55,87.77,-5.00,45.00,-45.0,45.0,2.334
1761993980.272,14.523,4.330,1.860,116.11,101.78,273.44,171.66,85.83,-5.00,45.00,-45.0,45.0,2.334
1761993980.293,14.544,4.330,1.860,116.11,104.67,273.44,168.76,84.38,-5.00,45.00,-45.0,45.0,2.334
1761993980.314,14.566,4.330,1.860,116.11,107.57,273.44,165.87,82.94,-5.00,45.00,-45.0,45.0,2.334
1761993980.336,14.588,4.410,2.040,123.61,111.39,269.05,157.66,78.83,-5.00,45.00,-45.0,45.0,2.410
1761993980.357,14.608,4.410,2.040,123.61,115.18,269.05,153.87,76.93,-5.00,45.00,-45.0,45.0,2.410
1761993980.378,14.630,4.410,2.040,123.61,118.92,269.05,150.13,75.07,-5.00,45.00,-45.0,45.0,2.410
1761993980.399,14.650,4.410,2.040,123.61,119.86,269.05,149.19,74.60,-2.28,45.00,-45.0,45.0,2.410
1761993980.420,14.671,4.410,2.040,123.61,120.80,269.05,148.25,74.13,-2.28,45.00,-45.0,45.0,2.410
1761993980.444,14.695,4.410,2.040,125.08,121.92,269.05,147.13,73.57,-2.32,45.00,-45.0,45.0,2.410
1761993980.465,14.716,4.410,2.040,125.08,123.04,269.05,146.01,73.00,-2.71,45.00,-45.0,45.0,2.410
1761993980.485,14.737,4.410,2.040,125.08,124.16,269.05,144.89,72.44,-2.69,45.00,-45.0,45.0,2.410
1761993980.507,14.758,4.410,2.040,125.08,124.34,269.05,144.71,72.35,-0.43,45.00,-45.0,45.0,2.410
1761993980.529,14.780,4.410,2.000,112.58,122.97,270.00,147.03,73.51,5.00,45.00,-45.0,45.0,2.410
1761993980.550,14.801,4.410,2.000,112.58,121.60,270.00,148.40,74.20,3.26,45.00,-45.0,45.0,2.410
1761993980.571,14.822,4.410,2.000,112.58,120.21,270.00,149.79,74.89,3.27,45.00,-45.0,45.0,2.410
1761993980.592,14.843,4.410,2.000,112.58,118.83,270.00,151.17,75.58,3.28,45.00,-45.0,45.0,2.410
1761993980.613,14.864,4.410,2.000,112.58,117.26,270.00,152.74,76.37,3.72,45.00,-45.0,45.0,2.410
1761993980.634,14.885,4.410,2.000,103.93,114.62,270.00,155.38,77.69,5.00,45.00,-45.0,45.0,2.410
1761993980.655,14.906,4.410,2.000,103.93,111.98,270.00,158.02,79.01,5.00,45.00,-45.0,45.0,2.410
1761993980.676,14.927,4.410,2.000,103.93,109.34,270.00,160.66,80.33,5.00,45.00,-45.0,45.0,2.410
1761993980.697,14.948,4.410,2.000,103.93,108.26,270.00,161.74,80.87,2.57,45.00,-45.0,45.0,2.410
1761993980.718,14.969,4.430,1.870,103.93,107.17,273.06,165.89,82.94,5.00,45.00,-45.0,45.0,2.433
1761993980.740,14.991,4.430,1.870,81.67,103.37,273.06,169.70,84.85,5.00,45.00,-45.0,45.0,2.433
1761993980.761,15.012,4.430,1.870,81.67,99.50,273.06,173.56,86.78,5.00,45.00,-45.0,45.0,2.433
1761993980.782,15.034,4.430,1.870,81.67,95.62,273.06,177.45,88.72,5.00,45.00,-45.0,45.0,2.433
1761993980.804,15.055,4.430,1.870,81.67,92.80,273.06,-179.74,-89.87,-5.00,-45.00,45.0,-45.0,2.433
1761993980.825,15.076,4.430,1.870,81.67,89.98,273.06,-176.92,-88.46,5.00,-45.00,45.0,-45.0,2.433
1761993980.846,15.097,4.430,1.870,71.83,85.95,273.06,-172.89,-86.44,5.00,-45.00,45.0,-45.0,2.433
1761993980.867,15.118,4.430,1.870,71.83,81.94,273.06,-168.88,-84.44,5.00,-45.00,45.0,-45.0,2.433
1761993980.888,15.139,4.430,1.870,71.83,77.98,273.06,-164.92,-82.46,5.00,-45.00,45.0,-45.0,2.433
1761993980.909,15.160,4.430,1.870,71.83,76.75,273.06,-163.69,-81.84,2.94,-45.00,45.0,-45.0,2.433
1761993980.929,15.180,4.430,1.870,71.83,75.52,273.06,-162.45,-81.23,2.99,-45.00,45.0,-45.0,2.433
1761993980.950,15.201,4.350,2.080,58.43,72.62,268.05,-164.57,-82.29,-5.00,-45.00,45.0,-45.0,2.351
1761993980.971,15.222,4.350,2.080,58.43,69.71,268.05,-161.66,-80.83,5.00,-45.00,45.0,-45.0,2.351
1761993980.992,15.243,4.350,2.080,58.43,66.81,268.05,-158.76,-79.38,5.00,-45.00,45.0,-45.0,2.351
1761993981.013,15.264,4.350,2.080,58.43,65.13,268.05,-157.08,-78.54,4.07,-45.00,45.0,-45.0,2.351
1761993981.033,15.284,4.350,2.080,58.43,63.45,268.05,-155.40,-77.70,4.08,-45.00,45.0,-45.0,2.351
1761993981.054,15.305,4.350,2.080,68.29,63.00,268.05,-154.95,-77.48,1.07,-45.00,45.0,-45.0,2.351
1761993981.074,15.326,4.350,2.080,68.29,62.56,268.05,-154.51,-77.26,1.07,-45.00,45.0,-45.0,2.351
1761993981.095,15.346,4.350,2.080,68.29,62.12,268.05,-154.07,-77.04,1.07,-45.00,45.0,-45.0,2.351
1761993981.116,15.367,4.350,2.080,68.29,63.36,268.05,-155.31,-77.65,-3.00,-45.00,45.0,-45.0,2.351
1761993981.137,15.389,4.380,1.980,68.29,64.59,270.48,-154.11,-77.06,2.73,-45.00,45.0,-45.0,2.380
1761993981.160,15.411,4.380,1.980,85.07,67.90,270.48,-157.42,-78.71,-5.00,-45.00,45.0,-45.0,2.380
1761993981.181,15.432,4.380,1.980,85.07,71.23,270.48,-160.75,-80.38,-5.00,-45.00,45.0,-45.0,2.380
1761993981.201,15.453,4.380,1.980,85.07,74.57,270.48,-164.09,-82.04,-5.00,-45.00,45.0,-45.0,2.380
1761993981.222,15.473,4.380,1.980,85.07,76.68,270.48,-166.20,-83.10,-5.00,-45.00,45.0,-45.0,2.380
1761993981.243,15.494,4.380,1.980,85.07,78.79,270.48,-168.31,-84.15,-5.00,-45.00,45.0,-45.0,2.380
1761993981.263,15.514,4.380,1.980,105.24,83.37,270.48,-172.89,-86.44,-5.00,-45.00,45.0,-45.0,2.380
1761993981.284,15.535,4.380,1.980,105.24,88.00,270.48,-177.51,-88.76,-5.00,-45.00,45.0,-45.0,2.380
1761993981.304,15.556,4.380,1.980,105.24,92.61,270.48,177.88,88.94,5.00,45.00,-45.0,45.0,2.380
1761993981.325,15.576,4.400,2.040,105.24,95.15,269.05,173.89,86.95,-5.00,45.00,-45.0,45.0,2.400
1761993981.346,15.597,4.400,2.040,105.24,97.70,269.05,171.35,85.67,-5.00,45.00,-45.0,45.0,2.400
1761993981.366,15.617,4.400,2.040,112.91,101.19,269.05,167.85,83.93,-5.00,45.00,-45.0,45.0,2.400
1761993981.387,15.638,4.400,2.040,112.91,104.67,269.05,164.37,82.19,-5.00,45.00,-45.0,45.0,2.400
1761993981.407,15.659,4.400,2.040,112.91,108.11,269.05,160.93,80.47,-5.00,45.00,-45.0,45.0,2.400
1761993981.428,15.679,4.400,2.040,112.91,109.07,269.05,159.97,79.99,-2.33,45.00,-45.0,45.0,2.400
1761993981.449,15.700,4.400,2.040,112.91,110.03,269.05,159.01,79.51,-2.33,45.00,-45.0,45.0,2.400
1761993981.469,15.720,4.400,2.040,116.48,111.44,269.05,157.61,78.80,-3.42,45.00,-45.0,45.0,2.400
1761993981.490,15.741,4.400,2.040,116.48,112.84,269.05,156.20,78.10,-3.42,45.00,-45.0,45.0,2.400
1761993981.510,15.761,4.400,2.040,116.48,114.25,269.05,154.80,77.40,-3.41,45.00,-45.0,45.0,2.400
1761993981.531,15.782,4.430,1.910,116.48,114.69,272.12,157.43,78.71,5.00,45.00,-45.0,45.0,2.432
1761993981.551,15.803,4.430,1.910,116.48,115.14,272.12,156.98,78.49,-1.09,45.00,-45.0,45.0,2.432
1761993981.572,15.823,4.430,1.910,113.85,115.26,272.12,156.86,78.43,-0.29,45.00,-45.0,45.0,2.432
1761993981.593,15.844,4.430,1.910,113.85,115.38,272.12,156.75,78.37,-0.29,45.00,-45.0,45.0,2.432
1761993981.613,15.864,4.430,1.910,113.85,115.49,272.12,156.63,78.31,-0.29,45.00,-45.0,45.0,2.432
1761993981.634,15.885,4.430,1.910,113.85,115.16,272.12,156.96,78.48,0.80,45.00,-45.0,45.0,2.432
